unixTime,referencePressurePump,measuredPressurePump * 100,referencePressureValve,measuredPressureValve * 100,valvePWM,forceSensorValue * 100
1759181412.7425885,20.0,2070.0,0.0,1984.0,47.0,10843.0
1759181412.8790703,20.0,2058.0,0.0,1972.0,47.0,10725.0
1759181412.9976182,20.0,2058.0,0.0,1960.0,47.0,10678.0
1759181413.04551,20.0,2058.0,0.0,1948.0,47.0,10654.0
1759181413.1793764,20.0,2045.0,0.0,1923.0,47.0,10607.0
1759181413.3004599,20.0,2033.0,0.0,1936.0,47.0,10513.0
1759181413.3476775,20.0,2045.0,0.0,1911.0,47.0,10443.0
1759181413.4745452,20.0,2045.0,0.0,1887.0,47.0,10373.0
1759181413.6028144,20.0,2045.0,0.0,1899.0,47.0,10303.0
1759181413.6526315,20.0,2058.0,0.0,1887.0,47.0,10210.0
1759181413.7790956,20.0,2058.0,0.0,1875.0,47.0,10187.0
1759181413.9072466,20.0,2058.0,0.0,1862.0,47.0,10141.0
1759181413.9391446,20.0,2058.0,0.0,1850.0,47.0,10071.0
1759181414.066495,20.0,2045.0,0.0,1838.0,47.0,9980.0
1759181414.194335,20.0,2033.0,0.0,1826.0,47.0,9957.0
1759181414.2419982,20.0,2045.0,0.0,1826.0,47.0,9865.0
1759181414.3698983,20.0,2033.0,0.0,1826.0,47.0,9752.0
1759181414.4982889,20.0,2058.0,0.0,1801.0,79.0,9661.0
1759181414.5472836,20.0,1911.0,0.0,1862.0,79.0,9888.0
1759181414.673467,20.0,1875.0,0.0,1862.0,79.0,10025.0
1759181414.8003962,20.0,1887.0,0.0,1862.0,79.0,10071.0
1759181414.8502998,20.0,1875.0,0.0,1875.0,79.0,10025.0
1759181414.976026,20.0,1862.0,0.0,1875.0,79.0,10048.0
1759181415.1037683,20.0,1862.0,0.0,1875.0,79.0,10071.0
1759181415.1535974,20.0,1862.0,0.0,1862.0,79.0,10071.0
1759181415.28757,20.0,1862.0,0.0,1862.0,79.0,10002.0
1759181415.4081283,20.0,1862.0,0.0,1862.0,79.0,10025.0
1759181415.4560862,20.0,1862.0,0.0,1850.0,79.0,10071.0
1759181415.583504,20.0,1862.0,0.0,1862.0,79.0,10025.0
1759181415.7107675,20.0,1862.0,0.0,1887.0,79.0,10048.0
1759181415.7587302,20.0,1862.0,0.0,1862.0,79.0,10048.0
1759181415.8933654,20.0,1862.0,0.0,1838.0,79.0,10071.0
1759181416.0159235,20.0,1850.0,0.0,1862.0,79.0,10048.0
1759181416.0461493,20.0,1862.0,0.0,1862.0,79.0,10025.0
1759181416.1732008,20.0,1850.0,0.0,1875.0,79.0,10048.0
1759181416.308544,20.0,1875.0,0.0,1887.0,79.0,10071.0
1759181416.3633366,20.0,1911.0,0.0,1887.0,79.0,10117.0
1759181416.491469,20.0,1923.0,0.0,1899.0,25.0,10210.0
1759181416.618849,20.0,1997.0,0.0,1765.0,25.0,9842.0
1759181416.6669333,20.0,2033.0,0.0,1691.0,25.0,9037.0
1759181416.7947452,20.0,2070.0,0.0,1582.0,25.0,8496.0
1759181416.9226122,20.0,2058.0,0.0,1496.0,25.0,7845.0
1759181416.954224,20.0,2082.0,0.0,1411.0,25.0,7296.0
1759181417.081622,20.0,2082.0,0.0,1337.0,25.0,6783.0
1759181417.2087557,20.0,2094.0,0.0,1264.0,25.0,6249.0
1759181417.256786,20.0,2094.0,0.0,1191.0,25.0,5732.0
1759181417.384964,20.0,2094.0,0.0,1093.0,25.0,5286.0
1759181417.5130024,20.0,2094.0,0.0,1044.0,25.0,4872.0
1759181417.5770562,20.0,2082.0,0.0,971.0,25.0,4471.0
1759181417.7049356,20.0,2082.0,0.0,886.0,25.0,4131.0
1759181417.8408482,20.0,2082.0,0.0,837.0,25.0,3755.0
1759181417.865637,20.0,2082.0,0.0,764.0,25.0,3407.0
1759181417.9933639,20.0,2082.0,0.0,727.0,25.0,3101.0
1759181418.121422,20.0,2082.0,0.0,666.0,25.0,2804.0
1759181418.1694188,20.0,2070.0,0.0,605.0,25.0,2531.0
1759181418.2975392,20.0,2082.0,0.0,556.0,25.0,2267.0
1759181418.4329739,20.0,2070.0,0.0,520.0,25.0,2038.0
1759181418.4831812,20.0,2070.0,0.0,471.0,88.0,1840.0
1759181418.6016047,20.0,1667.0,0.0,727.0,88.0,2101.0
1759181418.7293952,20.0,1472.0,0.0,837.0,88.0,2680.0
1759181418.7833862,20.0,1447.0,0.0,922.0,88.0,3173.0
1759181418.904818,20.0,1484.0,0.0,1020.0,88.0,3633.0
1759181419.0331886,20.0,1459.0,0.0,1081.0,88.0,4099.0
1759181419.081135,20.0,1508.0,0.0,1166.0,88.0,4537.0
1759181419.2128863,20.0,1557.0,0.0,1240.0,88.0,4957.0
1759181419.3354647,20.0,1520.0,0.0,1289.0,88.0,5339.0
1759181419.3829715,20.0,1533.0,0.0,1337.0,88.0,5696.0
1759181419.5172567,20.0,1557.0,0.0,1374.0,88.0,6081.0
1759181419.6387203,20.0,1569.0,0.0,1435.0,88.0,6362.0
1759181419.686967,20.0,1582.0,0.0,1472.0,88.0,6667.0
1759181419.8139176,20.0,1630.0,0.0,1520.0,88.0,6959.0
1759181419.941766,20.0,1643.0,0.0,1557.0,88.0,7216.0
1759181419.98922,20.0,1679.0,0.0,1594.0,88.0,7457.0
1759181420.1170068,20.0,1667.0,0.0,1630.0,88.0,7701.0
1759181420.251019,20.0,1716.0,0.0,1655.0,88.0,7990.0
1759181420.2917655,20.0,1752.0,0.0,1679.0,88.0,8178.0
1759181420.4187167,20.0,1740.0,0.0,1716.0,88.0,8368.0
1759181420.5542812,20.0,1789.0,0.0,1740.0,10.0,8560.0
1759181420.5777955,20.0,1887.0,0.0,1484.0,10.0,8011.0
1759181420.6897008,20.0,1960.0,0.0,1337.0,10.0,6979.0
1759181420.8180692,20.0,1972.0,0.0,1203.0,10.0,6062.0
1759181420.9303198,20.0,1997.0,0.0,1057.0,10.0,5286.0
1759181420.994671,20.0,2009.0,0.0,947.0,10.0,4653.0
1759181421.134457,20.0,2021.0,0.0,849.0,10.0,4052.0
1759181421.199397,20.0,2021.0,0.0,751.0,10.0,3482.0
1759181421.3351758,20.0,2082.0,0.0,654.0,10.0,3001.0
1759181421.4379833,20.0,2021.0,0.0,568.0,10.0,2558.0
1759181421.501563,20.0,2021.0,0.0,495.0,10.0,2164.0
1759181421.629417,20.0,2021.0,0.0,434.0,10.0,1853.0
1759181421.7574906,20.0,2021.0,0.0,361.0,10.0,1555.0
1759181421.7897031,20.0,2021.0,0.0,300.0,10.0,1294.0
1759181421.9262624,20.0,2021.0,0.0,251.0,10.0,1077.0
1759181422.04464,20.0,2021.0,0.0,214.0,10.0,910.0
1759181422.092386,20.0,1997.0,0.0,166.0,10.0,769.0
1759181422.2196603,20.0,2021.0,0.0,129.0,10.0,633.0
1759181422.3469296,20.0,2009.0,0.0,104.0,10.0,529.0
1759181422.3945632,20.0,2021.0,0.0,80.0,10.0,427.0
1759181422.5219617,20.0,2009.0,0.0,43.0,123.0,338.0
1759181422.6497285,20.0,1447.0,0.0,458.0,123.0,614.0
1759181422.6992266,20.0,1252.0,0.0,593.0,123.0,1131.0
1759181422.8251271,20.0,1215.0,0.0,703.0,123.0,1708.0
1759181422.9476473,20.0,1179.0,0.0,800.0,123.0,2229.0
1759181423.0644178,20.0,1240.0,0.0,898.0,123.0,2749.0
1759181423.0960624,20.0,1301.0,0.0,996.0,123.0,3260.0
1759181423.2243872,20.0,1398.0,0.0,1057.0,123.0,3755.0
1759181423.351673,20.0,1325.0,0.0,1142.0,123.0,4179.0
1759181423.3996942,20.0,1411.0,0.0,1228.0,123.0,4653.0
1759181423.526812,20.0,1472.0,0.0,1276.0,123.0,5112.0
1759181423.6544938,20.0,1447.0,0.0,1350.0,123.0,5552.0
1759181423.7023258,20.0,1520.0,0.0,1398.0,123.0,5970.0
1759181423.8302724,20.0,1569.0,0.0,1447.0,123.0,6362.0
1759181423.9423478,20.0,1569.0,0.0,1496.0,123.0,6667.0
1759181424.0701625,20.0,1606.0,0.0,1533.0,123.0,6939.0
1759181424.1180813,20.0,1630.0,0.0,1569.0,123.0,7236.0
1759181424.246075,20.0,1630.0,0.0,1606.0,123.0,7477.0
1759181424.3737159,20.0,1691.0,0.0,1630.0,123.0,7762.0
1759181424.4206247,20.0,1704.0,0.0,1679.0,123.0,7969.0
1759181424.549145,20.0,1728.0,0.0,1691.0,19.0,8241.0
1759181424.6759887,20.0,1826.0,0.0,1496.0,19.0,7783.0
1759181424.707955,20.0,1911.0,0.0,1362.0,19.0,6920.0
1759181424.8351586,20.0,1936.0,0.0,1252.0,19.0,6174.0
1759181424.9627151,20.0,1984.0,0.0,1142.0,19.0,5481.0
1759181425.0107076,20.0,2009.0,0.0,1057.0,19.0,4889.0
1759181425.1380608,20.0,2021.0,0.0,947.0,19.0,4357.0
1759181425.26596,20.0,2021.0,0.0,861.0,19.0,3895.0
1759181425.316108,20.0,2021.0,0.0,776.0,19.0,3452.0
1759181425.441778,20.0,2033.0,0.0,703.0,19.0,3043.0
1759181425.5693989,20.0,2021.0,0.0,617.0,19.0,2639.0
1759181425.616982,20.0,2021.0,0.0,556.0,19.0,2319.0
1759181425.7447114,20.0,2033.0,0.0,495.0,19.0,1963.0
1759181425.8570232,20.0,2021.0,0.0,434.0,19.0,1756.0
1759181425.922612,20.0,2021.0,0.0,385.0,19.0,1497.0
1759181426.0550737,20.0,2009.0,0.0,336.0,19.0,1283.0
1759181426.1768553,20.0,2021.0,0.0,251.0,19.0,1109.0
1759181426.224644,20.0,2021.0,0.0,239.0,19.0,972.0
1759181426.351857,20.0,2021.0,0.0,214.0,19.0,809.0
1759181426.479408,20.0,2021.0,0.0,153.0,19.0,701.0
1759181426.5276406,20.0,2009.0,0.0,129.0,99.0,604.0
1759181426.6553316,20.0,1545.0,0.0,495.0,99.0,860.0
1759181426.7841275,20.0,1337.0,0.0,605.0,99.0,1361.0
1759181426.8316665,20.0,1374.0,0.0,715.0,99.0,1926.0
1759181426.9433804,20.0,1411.0,0.0,812.0,99.0,2438.0
1759181427.0710108,20.0,1472.0,0.0,898.0,99.0,2902.0
1759181427.1346092,20.0,1337.0,0.0,983.0,99.0,3422.0
1759181427.262765,20.0,1374.0,0.0,1069.0,99.0,3879.0
1759181427.3906114,20.0,1435.0,0.0,1142.0,99.0,4324.0
1759181427.4384427,20.0,1459.0,0.0,1215.0,99.0,4754.0
1759181427.5662255,20.0,1447.0,0.0,1276.0,99.0,5216.0
1759181427.7023158,20.0,1508.0,0.0,1325.0,99.0,5624.0
1759181427.7418919,20.0,1582.0,0.0,1386.0,99.0,6025.0
1759181427.8694756,20.0,1569.0,0.0,1435.0,99.0,6362.0
1759181428.0040202,20.0,1545.0,0.0,1484.0,99.0,6667.0
1759181428.0391538,20.0,1618.0,0.0,1520.0,99.0,6920.0
1759181428.1653588,20.0,1630.0,0.0,1557.0,99.0,7276.0
1759181428.2860272,20.0,1765.0,0.0,1594.0,99.0,7538.0
1759181428.3438597,20.0,1679.0,0.0,1618.0,99.0,7762.0
1759181428.4619813,20.0,1704.0,0.0,1643.0,99.0,8053.0
1759181428.5899208,20.0,1777.0,0.0,1667.0,119.0,8262.0
1759181428.637954,20.0,1716.0,0.0,1704.0,119.0,8517.0
1759181428.7658157,20.0,1752.0,0.0,1740.0,119.0,8689.0
1759181428.894337,20.0,1789.0,0.0,1752.0,119.0,8884.0
1759181428.9425087,20.0,1801.0,0.0,1777.0,119.0,9059.0
1759181429.0775836,20.0,1813.0,0.0,1813.0,119.0,9147.0
1759181429.198589,20.0,1850.0,0.0,1826.0,119.0,9302.0
1759181429.2466977,20.0,1850.0,0.0,1838.0,119.0,9526.0
1759181429.37336,20.0,1887.0,0.0,1850.0,119.0,9616.0
1759181429.501325,20.0,1875.0,0.0,1862.0,119.0,9729.0
1759181429.5495155,20.0,1948.0,0.0,1887.0,119.0,9842.0
1759181429.6775942,20.0,1899.0,0.0,1899.0,119.0,10048.0
1759181429.8127334,20.0,1899.0,0.0,1911.0,119.0,10187.0
1759181429.8533144,20.0,1923.0,0.0,1936.0,119.0,10279.0
1759181429.9809766,20.0,1948.0,0.0,1948.0,119.0,10466.0
1759181430.1145146,20.0,1948.0,0.0,1972.0,119.0,10583.0
1759181430.1410422,20.0,1960.0,0.0,1972.0,119.0,10654.0
1759181430.274847,20.0,1972.0,0.0,1984.0,119.0,10678.0
1759181430.3958304,20.0,1997.0,0.0,1997.0,119.0,10748.0
1759181430.4440184,20.0,2045.0,0.0,1984.0,119.0,10891.0
1759181430.579436,20.0,2009.0,0.0,2009.0,22.0,10963.0
1759181430.704224,20.0,2033.0,0.0,1838.0,22.0,10466.0
1759181430.7479653,20.0,2070.0,0.0,1716.0,22.0,9593.0
1759181430.875488,20.0,2082.0,0.0,1606.0,22.0,8819.0
1759181431.0038137,20.0,2106.0,0.0,1496.0,22.0,8011.0
1759181431.0582206,20.0,2082.0,0.0,1398.0,22.0,7296.0
1759181431.1796613,20.0,2094.0,0.0,1313.0,22.0,6686.0
1759181431.3077505,20.0,2094.0,0.0,1203.0,22.0,6062.0
1759181431.3550704,20.0,2106.0,0.0,1105.0,22.0,5516.0
1759181431.4820757,20.0,2094.0,0.0,1020.0,22.0,4957.0
1759181431.6096082,20.0,2094.0,0.0,947.0,22.0,4471.0
1759181431.6573124,20.0,2106.0,0.0,874.0,22.0,4020.0
1759181431.784626,20.0,2094.0,0.0,800.0,22.0,3572.0
1759181431.912743,20.0,2082.0,0.0,727.0,22.0,3187.0
1759181431.9603317,20.0,2094.0,0.0,654.0,22.0,2860.0
1759181432.0892088,20.0,2106.0,0.0,581.0,22.0,2531.0
1759181432.223966,20.0,2106.0,0.0,520.0,22.0,2203.0
1759181432.2533777,20.0,2082.0,0.0,483.0,22.0,1926.0
1759181432.3761692,20.0,2094.0,0.0,410.0,22.0,1684.0
1759181432.5034559,20.0,2094.0,0.0,349.0,22.0,1474.0
1759181432.566836,20.0,2082.0,0.0,324.0,87.0,1294.0
1759181432.6945798,20.0,1630.0,0.0,605.0,87.0,1509.0
1759181432.8268058,20.0,1423.0,0.0,715.0,87.0,2050.0
1759181432.8704093,20.0,1435.0,0.0,800.0,87.0,2571.0
1759181432.9982078,20.0,1423.0,0.0,898.0,87.0,3015.0
1759181433.12885,20.0,1533.0,0.0,959.0,87.0,3452.0
1759181433.173627,20.0,1496.0,0.0,1069.0,87.0,3910.0
1759181433.293601,20.0,1435.0,0.0,1142.0,87.0,4373.0
1759181433.4142191,20.0,1557.0,0.0,1203.0,87.0,4754.0
1759181433.4615142,20.0,1545.0,0.0,1264.0,87.0,5147.0
1759181433.5938919,20.0,1606.0,0.0,1313.0,87.0,5516.0
1759181433.7184668,20.0,1520.0,0.0,1374.0,87.0,5896.0
1759181433.766392,20.0,1557.0,0.0,1398.0,87.0,6211.0
1759181433.8928115,20.0,1569.0,0.0,1459.0,87.0,6514.0
1759181434.019879,20.0,1594.0,0.0,1496.0,87.0,6822.0
1759181434.0681045,20.0,1643.0,0.0,1533.0,87.0,7077.0
1759181434.2033772,20.0,1679.0,0.0,1569.0,87.0,7316.0
1759181434.3234954,20.0,1679.0,0.0,1606.0,87.0,7578.0
1759181434.3715618,20.0,1716.0,0.0,1630.0,87.0,7886.0
1759181434.4987419,20.0,1728.0,0.0,1655.0,87.0,8094.0
1759181434.6262088,20.0,1752.0,0.0,1691.0,69.0,8284.0
1759181434.6742003,20.0,1789.0,0.0,1704.0,69.0,8411.0
1759181434.8021405,20.0,1813.0,0.0,1716.0,69.0,8560.0
1759181434.9372084,20.0,1813.0,0.0,1740.0,69.0,8711.0
1759181434.977928,20.0,1838.0,0.0,1752.0,69.0,8819.0
1759181435.105081,20.0,1862.0,0.0,1777.0,69.0,8972.0
1759181435.2385497,20.0,1862.0,0.0,1777.0,69.0,9170.0
1759181435.2801723,20.0,1887.0,0.0,1813.0,69.0,9280.0
1759181435.407827,20.0,1887.0,0.0,1826.0,69.0,9414.0
1759181435.5401926,20.0,1911.0,0.0,1838.0,69.0,9459.0
1759181435.5827584,20.0,1923.0,0.0,1850.0,69.0,9684.0
1759181435.7186842,20.0,1936.0,0.0,1875.0,69.0,9774.0
1759181435.841753,20.0,1936.0,0.0,1887.0,69.0,9865.0
1759181435.8863978,20.0,1948.0,0.0,1899.0,69.0,9980.0
1759181436.0145826,20.0,1948.0,0.0,1899.0,69.0,10117.0
1759181436.143424,20.0,1960.0,0.0,1923.0,69.0,10187.0
1759181436.1904507,20.0,1984.0,0.0,1936.0,69.0,10256.0
1759181436.3182855,20.0,1972.0,0.0,1948.0,69.0,10373.0
1759181436.4297204,20.0,2009.0,0.0,1948.0,69.0,10489.0
1759181436.4776201,20.0,2021.0,0.0,1972.0,69.0,10513.0
1759181436.6043515,20.0,1997.0,0.0,1972.0,72.0,10560.0
1759181436.7373252,20.0,2021.0,0.0,1984.0,72.0,10701.0
1759181436.779843,20.0,2021.0,0.0,2009.0,72.0,10772.0
1759181436.912886,20.0,2021.0,0.0,2009.0,72.0,10796.0
1759181437.0336258,20.0,2033.0,0.0,2009.0,72.0,10796.0
1759181437.08125,20.0,2009.0,0.0,2021.0,72.0,10939.0
1759181437.2085254,20.0,2033.0,0.0,2033.0,72.0,10963.0
1759181437.3395462,20.0,2070.0,0.0,2033.0,72.0,11010.0
1759181437.382929,20.0,2045.0,0.0,2033.0,72.0,11010.0
1759181437.5100815,20.0,2033.0,0.0,2033.0,72.0,11106.0
1759181437.6373262,20.0,2033.0,0.0,2045.0,72.0,11130.0
1759181437.6847756,20.0,2045.0,0.0,2045.0,72.0,11130.0
1759181437.8138013,20.0,2045.0,0.0,2058.0,72.0,11179.0
1759181437.9496107,20.0,2033.0,0.0,2045.0,72.0,11251.0
1759181438.002263,20.0,2045.0,0.0,2045.0,72.0,11275.0
1759181438.1292887,20.0,2058.0,0.0,2058.0,72.0,11299.0
1759181438.2669234,20.0,2058.0,0.0,2058.0,72.0,11299.0
1759181438.305235,20.0,2058.0,0.0,2045.0,72.0,11396.0
1759181438.439515,20.0,2058.0,0.0,2058.0,72.0,11396.0
1759181438.5611794,20.0,2045.0,0.0,2058.0,72.0,11348.0
1759181438.6089284,20.0,2045.0,0.0,2058.0,98.0,11324.0
1759181438.7366884,20.0,2045.0,0.0,2058.0,98.0,11421.0
1759181438.8666725,20.0,2045.0,0.0,2045.0,98.0,11421.0
1759181438.8962917,20.0,2045.0,0.0,2058.0,98.0,11372.0
1759181439.0230746,20.0,2045.0,0.0,2033.0,98.0,11396.0
1759181439.1549327,20.0,2045.0,0.0,2058.0,98.0,11396.0
1759181439.1965013,20.0,2045.0,0.0,2058.0,98.0,11396.0
1759181439.3225904,20.0,2058.0,0.0,2045.0,98.0,11372.0
1759181439.4344275,20.0,2033.0,0.0,2045.0,98.0,11372.0
1759181439.5616136,20.0,2033.0,0.0,2045.0,98.0,11396.0
1759181439.6093373,20.0,2033.0,0.0,2045.0,98.0,11421.0
1759181439.736397,20.0,2033.0,0.0,2045.0,98.0,11348.0
1759181439.8647356,20.0,2033.0,0.0,2033.0,98.0,11372.0
1759181439.9132257,20.0,2021.0,0.0,2045.0,98.0,11421.0
1759181440.0405264,20.0,2033.0,0.0,2045.0,98.0,11396.0
1759181440.168637,20.0,2033.0,0.0,2045.0,98.0,11372.0
1759181440.2165122,20.0,2033.0,0.0,2045.0,98.0,11396.0
1759181440.3455172,20.0,2021.0,0.0,2058.0,98.0,11372.0
1759181440.4604259,20.0,2021.0,0.0,2033.0,98.0,11372.0
1759181440.519906,20.0,2033.0,0.0,2045.0,98.0,11348.0
1759181440.6482804,20.0,2021.0,0.0,2021.0,79.0,11372.0
1759181440.7758422,20.0,2021.0,0.0,2033.0,79.0,11372.0
1759181440.8242178,20.0,2021.0,0.0,2033.0,79.0,11396.0
1759181440.9522676,20.0,2021.0,0.0,2021.0,79.0,11324.0
1759181441.078975,20.0,2021.0,0.0,2009.0,79.0,11396.0
1759181441.1112108,20.0,2009.0,0.0,2021.0,79.0,11421.0
1759181441.239049,20.0,2021.0,0.0,2021.0,79.0,11396.0
1759181441.3669636,20.0,2021.0,0.0,2033.0,79.0,11348.0
1759181441.4148984,20.0,2021.0,0.0,2009.0,79.0,11348.0
1759181441.5430799,20.0,2021.0,0.0,2021.0,79.0,11396.0
1759181441.6711442,20.0,2021.0,0.0,2033.0,79.0,11372.0
1759181441.7209065,20.0,2021.0,0.0,2021.0,79.0,11324.0
1759181441.8464463,20.0,2021.0,0.0,2021.0,79.0,11372.0
1759181441.9679978,20.0,2021.0,0.0,2021.0,79.0,11396.0
1759181442.0867784,20.0,1984.0,0.0,2021.0,79.0,11396.0
1759181442.118872,20.0,2021.0,0.0,2021.0,79.0,11299.0
1759181442.246722,20.0,2021.0,0.0,2021.0,79.0,11372.0
1759181442.3746183,20.0,2009.0,0.0,2021.0,79.0,11372.0
1759181442.4226274,20.0,1984.0,0.0,2021.0,79.0,11372.0
1759181442.5499685,20.0,2009.0,0.0,2021.0,79.0,11324.0
